CMDLINE C:\Users\arisp\anaconda3\envs\port_opt_env\python.exe Full_test.py
MEM 2.054688 1758572424.9397
MEM 32.203125 1758572425.0432
MEM 55.960938 1758572425.1523
MEM 73.484375 1758572425.2601
MEM 82.445312 1758572425.3679
MEM 88.363281 1758572425.4761
MEM 102.664062 1758572425.5845
MEM 118.714844 1758572425.6933
MEM 131.847656 1758572425.7990
MEM 141.175781 1758572425.9064
MEM 153.429688 1758572426.0143
MEM 159.820312 1758572426.1220
